X_1,3,2.93,2.616,1.98374,2,9.5377,4.005,8.72998,1.81102,5.55752,2,2.5,2.5,2.5,6,1.586992,12.93876,2.3445,4,5,3,4.001,2.75,10,5.01,4.5,6.5,3,4.01828,2.38252,6,8.8773,4.5,4,2.38252,3.175,2.5,3,6,4,6.008,2.5,6.008,6.35,4.7625,4.7625,4.01,1.5875,4.01828,6,14.5,10,2.5,8,2.962,9.994,2,1.98374,2.962,5.55752,4.7625,6.3495,9.525,3.17754,3,7.9375,2,2.38252,1.5225,2,2.5,2,4,3.8,3,3,2.13614,1.98374,2.5,4.7,3.175,6.5,7.9375,5.63372,5.9436,1.98374,7.94004,6.35,1.98374,5.55752,2,6.35,7.14248,5,6,8,7.937,4.7625,4.0005,7.9375,8.72998,5.63372,8.128,3,5,5.9436,2.5,3.96748,3,1.98374,2,7.366,9.75,7.943,8.255,8.255,9.95,2.5,7.9375,3,8.128,3.96748,3,2.383,5.55752,4.01828,5.558,2,3.175,11.19886,5,2.677795,9.525,6.35,9.525,3,4.7625,3.75,1.81102,4.7625,2.38252,6.48208,4.001,6.35,4.7625,3,4.7625,5.715,4,9.525,4.0005,9.13,4.7625,9.525,7.3406,3.175,3.494,4.7625,6,6.35,4.7625,3.96748,4.7625,9.525,4.762754,1.98374,5.55752,7.9375,4.7625,4.7625,2.5,5.715,4,4.7625,5,3.5,9.525,2.5,2,4.7625,3.175,1.98374,5,3.96748,3.96748,1.98374,3,3.96748,2.5,3,1.98374,6.5,4,2.38252,4.7625,3,8.008,4,1.984,3.96748,3,2.38252,6.35,4,1.98374,8.763,2.5,1.632,3.5,4,4,3.175,1.98374,4,3.5,2,1.9812,1.8,3,1.984,2.5,1.66497,3.5,13.63472,3.5,2,3.067,3.175,4,2.5,4,2,9.5377,2.8,3.75,2,2,3,3,2.13614,2.5,3,3,12.93876,3,3.5,3,2.5,2.5,2.38,1.98374,3,1.984,2.38252,2.38252,2.962,2.49936,1.6649
X_2,27.8,14.3,14,2.8194,2.82,15.9512,15.8,17.4244,10.795,19.05,8.2,15.8,13.8,11.8,13.8,9.2202,21.0566,8.43,12.8,15,18.8,8.7,16.9,27.7,9.3,6.45,21,29.8,20.32,16.38,35,13.0556,6.3,27,12.2936,11.7602,10.8,5.8,14.5,5.5,12,13.8,15,14.35,34.6964,30.8864,7.8,12.7,21.4884,20,28,16.8,13.8,16.5,8,26.775,8.8,5.842,11.28,19.05,19.7104,30.22,48.49,16.002,15.8,31.75,3.3,6.223,5,4,6.8,4.3,16.2,10.5,4.1,5.8,2.794,5.0038,7.6,16.3,28.0416,24.8,30.48,20.6248,23.1902,3.302,14.6812,11.811,3.048,21.971,11.8,19.812,17.7038,29.8,29.3,39.8,14.27,15.6464,11.811,34.3408,17.4244,20.6248,26.289,15.8,21.8,23.1902,4.95,16.002,30,3.048,3.81,11.0998,12.77,19.9,38.227,44.577,21,12.8,30.8864,5.8,26.289,22.3012,24.8,3.4,34.9504,15.3924,16.3,5.5,5.0292,17.0434,6.55,5.842,12.827,24.7396,14.3256,17.3,30.8864,16,11.43,27.4828,7.9248,20.3962,8.91,8.9408,9.398,8.65,26.162,38.8874,29.4,10.541,19.9898,13.77,32.4104,13.97,29.0068,28.0416,13.4,28.3464,26.9,23.622,8.89,15.24,18.288,22.7076,28.448,4.826,15.748,27.94,21.9964,34.6964,4.57,32.5374,8.91,15.6464,26.2,11.3,33.7312,9.8,4.25,19.7104,6.1214,5.2832,15.3,7.366,22.0218,4.826,5.8,5.08,5.6,18.49,2.8194,24.8,15.8,3.7084,22.1488,5.8,9.38,9.52,3.988,28.7782,15.5,7.112,26.06,17,3.302,12.8016,4.57,5.88,4.3,15.8,8.7,5.9182,3.9878,5.2,5.31,5.6,10.75,4.2,5.65,3.3,3.8,7.518,9.95,24.3332,4.3,10.8,13.4,5.131,5.5,15.3,4.73,3.8,15.9512,4.75,6.17,5.2,4.7,6.8,3.7,3.302,4.7,12,3.55,21.0566,4.7,4.8,14.8,3,3.55,5.1,5.0038,3.7,5.588,3.7084,2.8194,10.3,5.7404,6.35
Y,33.975,33.975,2.387,12.429,4.381,12.429,1.631,10.63,14.751,12.429,14.751,12.194,7.149,12.194,3.279,37.134,12.429,12.194,14.751,14.751,12.429,12.429,2.029,2.387,6.031,4.381,14.751,5.176,80.311,14.751,2.387,14.751,5.176,14.751,33.975,4.381,14.751,3.279,2.387,6.35,4.381,12.429,118.589,12.194,14.751,1.631,14.751,2.686,22.361,14.751,8.857,12.429,37.805,12.429,5.176,37.805,2.408,7.149,12.429,2.248,22.804,37.805,2.387,2.387,12.194,80.311,2.387,12.429,2.387,7.004,14.751,2.446,5.176,12.429,12.429,67.303,5.882,6.35,2.387,12.429,1.631,2.387,5.897,1.631,59.642,1.442,4.381,14.751,2.587,118.589,12.429,59.642,2.898,2.401,12.429,3.736,12.429,7.432,12.429,2.387,1.415,1.924,1.631,3.579,13.061,2.387,2.775,2.387,2.387,0.712,6.166,12.194,5.995,2.387,12.429,2.387,12.429,1.631,2.387,3.136,1.631,12.194,5.84,15.99,12.429,12.429,12.429,1.934,12.429,2.898,12.429,37.805,35.951,37.805,12.429,12.429,2.387,2.387,37.805,1.505,12.194,12.194,37.805,2.387,37.805,4.51,2.387,2.387,66.916,59.642,2.387,6.031,12.429,59.371,12.429,66.929,37.134,1.631,3.61,2.387,5.737,1.631,12.429,12.429,12.429,5.84,2.007,59.642,12.429,12.429,3.092,12.429,14.751,2.387,2.387,1.631,1.631,2.387,1.901,1.631,1.934,1.498,4.675,42.355,2.248,5.474,3.276,6.031,1.709,3.333,2.05,2.387,6.35,5.176,2.387,4.51,4.381,12.429,3.831,2.686,1.675,12.429,21.374,118.589,3.213,6.031,2.387,1.631,1.593,42.355,4.293,3.579,2.387,2.387,37.805,12.429,33.975,1.479,151.446,4.504,1.408,2.898,1.631,6.031,3.722,59.642,2.483,2.898,2.205,1.785,4.487,2.387,7.347,2.387,2.387,1.631,12.194,12.194,2.898,2.898,5.995,12.429,59.642,7.149,2.387,8.731,7.109,12.429,2.898,2.898,2.387,12.429,12.429,37.805,37.805,1.631,2.898,37.805
